ZoneSubzone,SS_NoSpace,Species,Suitability
CWHvh3,CWHvh3/101a,Dr,3
CWHvh3,CWHvh3/101a,Cw,1
CWHvh3,CWHvh3/101a,Hw,1
CWHvh3,CWHvh3/101a,Pl,2
CWHvh3,CWHvh3/101a,Yc,2
CWHvh3,CWHvh3/101a,Ss,3
CWHvh3,CWHvh3/101b/c,Dr,3
CWHvh3,CWHvh3/101b/c,Cw,1
CWHvh3,CWHvh3/101b/c,Hw,1
CWHvh3,CWHvh3/101b/c,Pl,2
CWHvh3,CWHvh3/101b/c,Yc,2
CWHvh3,CWHvh3/102,Dr,3
CWHvh3,CWHvh3/102,Pl,1
CWHvh3,CWHvh3/102,Cw,2
CWHvh3,CWHvh3/102,Yc,2
CWHvh3,CWHvh3/102,Hw,3
CWHvh3,CWHvh3/103.1,Dr,3
CWHvh3,CWHvh3/103.1,Ss,1
CWHvh3,CWHvh3/103.1,Cw,3
CWHvh3,CWHvh3/103.1,Hw,3
CWHvh3,CWHvh3/103.2,Dr,3
CWHvh3,CWHvh3/103.2,Ss,1
CWHvh3,CWHvh3/103.2,Cw,3
CWHvh3,CWHvh3/103.2,Hw,3
CWHvh3,CWHvh3/104,Dr,3
CWHvh3,CWHvh3/104,Ss,1
CWHvh3,CWHvh3/104,Cw,3
CWHvh3,CWHvh3/104,Hw,3
CWHvh3,CWHvh3/105,Dr,3
CWHvh3,CWHvh3/105,Cw,1
CWHvh3,CWHvh3/105,Hw,1
CWHvh3,CWHvh3/105,Ss,1
CWHvh3,CWHvh3/105,Yc,3
CWHvh3,CWHvh3/106,Dr,1
CWHvh3,CWHvh3/106,Cw,1
CWHvh3,CWHvh3/106,Ss,1
CWHvh3,CWHvh3/106,Hw,2
CWHvh3,CWHvh3/106,Yc,3
CWHvh3,CWHvh3/106,Dr,1
CWHvh3,CWHvh3/106,Cw,1
CWHvh3,CWHvh3/106,Ss,1
CWHvh3,CWHvh3/106,Hw,2
CWHvh3,CWHvh3/106,Yc,3
CWHvh3,CWHvh3/110,Dr,1
CWHvh3,CWHvh3/110,Cw,1
CWHvh3,CWHvh3/110,Ss,1
CWHvh3,CWHvh3/110,Hw,2
CWHvh3,CWHvh3/110,Yc,3
CWHvh3,CWHvh3/111,Dr,1
CWHvh3,CWHvh3/111,Ss,1
CWHvh3,CWHvh3/111,Cw,2
CWHvh3,CWHvh3/111,Hw,2
CWHvh3,CWHvh3/112,Dr,1
CWHvh3,CWHvh3/112,Ss,1
CWHvh3,CWHvh3/112,Cw,2
CWHvh3,CWHvh3/112,Hw,3
CWHvh3,CWHvh3/113,Dr,3
CWHvh3,CWHvh3/113,NS,1
CWHvh3,CWHvh3/113,Ss,3
CWHvh3,CWHvh3/114,Dr,1
CWHvh3,CWHvh3/114,Cw,1
CWHvh3,CWHvh3/114,Ss,1
CWHvh3,CWHvh3/114,Hw,2
CWHvh3,CWHvh3/114,Yc,3
CWHvh3,CWHvh3/115,Dr,3
CWHvh3,CWHvh3/115,Cw,1
CWHvh3,CWHvh3/115,Hw,1
CWHvh3,CWHvh3/115,Yc,1
CWHvh3,CWHvh3/115,Pl,2
CWHvh3,CWHvh3/116,Dr,3
CWHvh3,CWHvh3/116,Ss,1
CWHvh3,CWHvh3/116,Cw,2
CWHvh3,CWHvh3/116,Hw,3
CWHvh3,CWHvh3/117a,Dr,3
CWHvh3,CWHvh3/117a,Cw,1
CWHvh3,CWHvh3/117a,Yc,1
CWHvh3,CWHvh3/117a,Ss,2
CWHvh3,CWHvh3/117a,Hw,3
CWHvh3,CWHvh3/117a,Pl,3
CWHvh3,CWHvh3/117b,Dr,3
CWHvh3,CWHvh3/117b,Cw,1
CWHvh3,CWHvh3/117b,Yc,1
CWHvh3,CWHvh3/117b,Hw,3
CWHvh3,CWHvh3/117b,Pl,3
CWHvh3,CWHvh3/117b,Ss,3
CWHvh3,CWHvh3/Wb53,Cw,1
CWHvh3,CWHvh3/Wb53,Pl,1
CWHvh3,CWHvh3/Wb53,Yc,1
CWHwh1,CWHwh1/101,Dr,1
CWHwh1,CWHwh1/101,Cw,1
CWHwh1,CWHwh1/101,Hw,1
CWHwh1,CWHwh1/101,Ss,1
CWHwh1,CWHwh1/102,Dr,3
CWHwh1,CWHwh1/102,Cw,1
CWHwh1,CWHwh1/102,Hw,1
CWHwh1,CWHwh1/102,Ss,2
CWHwh1,CWHwh1/102,Pl,3
CWHwh1,CWHwh1/103.1,Dr,3
CWHwh1,CWHwh1/103.1,Ss,1
CWHwh1,CWHwh1/103.1,Cw,3
CWHwh1,CWHwh1/103.1,Hw,3
CWHwh1,CWHwh1/103.2,Dr,3
CWHwh1,CWHwh1/103.2,Ss,1
CWHwh1,CWHwh1/103.2,Cw,3
CWHwh1,CWHwh1/103.2,Hw,3
CWHwh1,CWHwh1/104,Dr,3
CWHwh1,CWHwh1/104,Ss,1
CWHwh1,CWHwh1/104,Cw,3
CWHwh1,CWHwh1/104,Hw,3
CWHwh1,CWHwh1/105,Dr,1
CWHwh1,CWHwh1/105,Cw,1
CWHwh1,CWHwh1/105,Ss,1
CWHwh1,CWHwh1/105,Hw,2
CWHwh1,CWHwh1/105,Dr,3
CWHwh1,CWHwh1/105,Cw,1
CWHwh1,CWHwh1/105,Ss,1
CWHwh1,CWHwh1/105,Hw,2
CWHwh1,CWHwh1/110,Dr,3
CWHwh1,CWHwh1/110,Cw,1
CWHwh1,CWHwh1/110,Hw,1
CWHwh1,CWHwh1/110,Pl,3
CWHwh1,CWHwh1/110,Ss,3
CWHwh1,CWHwh1/111,Dr,1
CWHwh1,CWHwh1/111,Cw,1
CWHwh1,CWHwh1/111,Ss,1
CWHwh1,CWHwh1/111,Hw,2
CWHwh1,CWHwh1/112,Dr,1
CWHwh1,CWHwh1/112,Ss,1
CWHwh1,CWHwh1/112,Cw,2
CWHwh1,CWHwh1/112,Hw,2
CWHwh1,CWHwh1/113,Dr,1
CWHwh1,CWHwh1/113,Ss,1
CWHwh1,CWHwh1/113,Cw,2
CWHwh1,CWHwh1/113,Hw,3
CWHwh1,CWHwh1/114,Dr,3
CWHwh1,CWHwh1/114,NS,1
CWHwh1,CWHwh1/114,Ss,3
CWHwh1,CWHwh1/115,Dr,3
CWHwh1,CWHwh1/115,Cw,1
CWHwh1,CWHwh1/115,Hw,2
CWHwh1,CWHwh1/115,Yc,2
CWHwh1,CWHwh1/115,Hm,3
CWHwh1,CWHwh1/115,Pl,3
CWHwh1,CWHwh1/116,Dr,1
CWHwh1,CWHwh1/116,Cw,1
CWHwh1,CWHwh1/116,Ss,1
CWHwh1,CWHwh1/116,Hw,2
CWHwh1,CWHwh1/117,Dr,3
CWHwh1,CWHwh1/117,Ss,1
CWHwh1,CWHwh1/117,Cw,2
CWHwh1,CWHwh1/117,Hw,3
CWHwh1,CWHwh1/117,Dr,3
CWHwh1,CWHwh1/117,Ss,1
CWHwh1,CWHwh1/117,Cw,2
CWHwh1,CWHwh1/117,Hw,3
CWHwh1,CWHwh1/118a,Dr,3
CWHwh1,CWHwh1/118a,Cw,1
CWHwh1,CWHwh1/118a,Ss,2
CWHwh1,CWHwh1/118a,Hw,3
CWHwh1,CWHwh1/118a,Pl,3
CWHwh1,CWHwh1/118a,Yc,3
CWHwh1,CWHwh1/118b,Dr,3
CWHwh1,CWHwh1/118b,Cw,1
CWHwh1,CWHwh1/118b,Hw,3
CWHwh1,CWHwh1/118b,Pl,3
CWHwh1,CWHwh1/118b,Ss,3
CWHwh1,CWHwh1/118b,Yc,3
CWHwh1,CWHwh1/Wb51,Pl,1
CWHwh1,CWHwh1/Wb51,Cw,3
CWHwh1,CWHwh1/Wb51,Yc,3
ESSFdv,ESSFdv/01,Pl,1
ESSFdv,ESSFdv/01,Se,1
ESSFdv,ESSFdv/01,Bl,2
ESSFdv,ESSFdv/01,Pa,3
ESSFdv,ESSFdv/02,At,3
ESSFdv,ESSFdv/02,Pl,1
ESSFdv,ESSFdv/02,Bl,3
ESSFdv,ESSFdv/02,Pa,3
ESSFdv,ESSFdv/02,Se,3
ESSFdv,ESSFdv/03,Pl,1
ESSFdv,ESSFdv/03,Bl,3
ESSFdv,ESSFdv/03,Pa,3
ESSFdv,ESSFdv/03,Se,3
ESSFdv,ESSFdv/04,Pl,1
ESSFdv,ESSFdv/04,Se,1
ESSFdv,ESSFdv/04,Bl,2
ESSFdv,ESSFdv/04,Pa,3
ESSFdv,ESSFdv/05,Pl,1
ESSFdv,ESSFdv/05,Se,1
ESSFdv,ESSFdv/05,Bl,2
ESSFdv,ESSFdv/05,Pa,3
ESSFdv,ESSFdv/06,Pl,1
ESSFdv,ESSFdv/06,Se,1
ESSFdv,ESSFdv/06,Bl,2
ESSFdv,ESSFdv/06,Pa,3
ESSFmw,ESSFmw/01,Se,1
ESSFmw,ESSFmw/01,Ba,2
ESSFmw,ESSFmw/01,Bl,2
ESSFmw,ESSFmw/01,Pl,3
ESSFmw,ESSFmw/02,Pl,1
ESSFmw,ESSFmw/02,Fd,2
ESSFmw,ESSFmw/02,Se,2
ESSFmw,ESSFmw/02,Bl,3
ESSFmw,ESSFmw/02,Pa,3
ESSFmw,ESSFmw/03,Pl,1
ESSFmw,ESSFmw/03,Fd,2
ESSFmw,ESSFmw/03,Se,2
ESSFmw,ESSFmw/03,Bl,3
ESSFmw,ESSFmw/03,Pa,3
ESSFmw,ESSFmw/04,Pl,1
ESSFmw,ESSFmw/04,Se,1
ESSFmw,ESSFmw/04,Ba,2
ESSFmw,ESSFmw/04,Bl,2
ESSFmw,ESSFmw/04,Fd,2
ESSFmw,ESSFmw/05,Bl,1
ESSFmw,ESSFmw/05,Se,1
ESSFmw,ESSFmw/05,Ba,2
ESSFmw,ESSFmw/05,Pl,3
ESSFmw,ESSFmw/06,Bl,1
ESSFmw,ESSFmw/06,Se,1
ESSFmw,ESSFmw/06,Ba,2
ESSFmw,ESSFmw/06,Pl,3
ESSFmw,ESSFmw/07,Ba,1
ESSFmw,ESSFmw/07,Bl,1
ESSFmw,ESSFmw/07,Se,1
ESSFmw,ESSFmw/07,Pl,2
ESSFmw,ESSFmw/07,Cw,3
ESSFmw,ESSFmw/07,Hw,3
ESSFmw,ESSFmw/08,Bl,1
ESSFmw,ESSFmw/08,Se,1
ESSFmw,ESSFmw/08,Pl,2
ESSFmw,ESSFmw/08,Ba,3
ESSFwc1,ESSFwc1/01,Bl,1
ESSFwc1,ESSFwc1/01,Se,1
ESSFwc1,ESSFwc1/01,Pl,2
ESSFwc1,ESSFwc1/01,Cw,3
ESSFwc1,ESSFwc1/01,Hw,3
ESSFwc1,ESSFwc1/02,Pl,1
ESSFwc1,ESSFwc1/02,Se,1
ESSFwc1,ESSFwc1/02,Bl,3
ESSFwc1,ESSFwc1/02,Pa,3
ESSFwc1,ESSFwc1/03,Bl,1
ESSFwc1,ESSFwc1/03,Se,1
ESSFwc1,ESSFwc1/03,Cw,3
ESSFwc1,ESSFwc1/03,Hw,3
ESSFwc1,ESSFwc1/03,Pl,3
ESSFwc1,ESSFwc1/04,Bl,1
ESSFwc1,ESSFwc1/04,Se,1
ESSFwc1,ESSFwc1/04,Pl,2
ESSFwc1,ESSFwc1/04,Hw,3
ESSFwc1,ESSFwc1/05,NS,1
ESSFwc1,ESSFwc1/05,NS,1
ESSFwc1,ESSFwc1/05,NS,2
ESSFwc1,ESSFwc1/05,NS,3
ESSFxc,ESSFxc/01,Pl,1
ESSFxc,ESSFxc/01,Se,1
ESSFxc,ESSFxc/01,Bl,2
ESSFxc,ESSFxc/02,Pl,1
ESSFxc,ESSFxc/02,Bl,3
ESSFxc,ESSFxc/02,Se,3
ESSFxc,ESSFxc/03,NS,1
ESSFxc,ESSFxc/03,NS,1
ESSFxc,ESSFxc/03,NS,2
ESSFxc,ESSFxc/03,NS,3
ESSFxc,ESSFxc/04,NS,1
ESSFxc,ESSFxc/04,NS,1
ESSFxc,ESSFxc/04,NS,2
ESSFxc,ESSFxc/04,NS,3
ESSFxc,ESSFxc/05,Pl,1
ESSFxc,ESSFxc/05,Bl,3
ESSFxc,ESSFxc/05,Se,3
ESSFxc,ESSFxc/06,Pl,1
ESSFxc,ESSFxc/06,Se,1
ESSFxc,ESSFxc/06,Bl,2
ESSFxc,ESSFxc/07,Pl,1
ESSFxc,ESSFxc/07,Se,1
ESSFxc,ESSFxc/07,Bl,2
ESSFxc,ESSFxc/08,Pl,1
ESSFxc,ESSFxc/08,Bl,2
ESSFxc,ESSFxc/08,Se,2
ESSFxc,ESSFxc/09,NS,1
ESSFxc,ESSFxc/09,NS,1
ESSFxc,ESSFxc/09,NS,2
ESSFxc,ESSFxc/09,NS,3
ESSFxc,ESSFxc/10,NS,1
ESSFxc,ESSFxc/10,NS,1
ESSFxc,ESSFxc/10,NS,2
ESSFxc,ESSFxc/10,NS,3
MSxk,MSxk/01,At,3
MSxk,MSxk/01,Pl,1
MSxk,MSxk/01,Fd,2
MSxk,MSxk/01,Sx,2
MSxk,MSxk/01,Bl,3
MSxk,MSxk/02,Pl,1
MSxk,MSxk/02,Fd,2
MSxk,MSxk/03,NS,1
MSxk,MSxk/03,NS,1
MSxk,MSxk/03,NS,2
MSxk,MSxk/03,NS,3
MSxk,MSxk/04,NS,1
MSxk,MSxk/04,NS,1
MSxk,MSxk/04,NS,2
MSxk,MSxk/04,NS,3
MSxk,MSxk/05,Pl,1
MSxk,MSxk/05,Fd,2
MSxk,MSxk/05,Bl,3
MSxk,MSxk/05,Sx,3
MSxk,MSxk/06,At,3
MSxk,MSxk/06,Pl,1
MSxk,MSxk/06,Bl,2
MSxk,MSxk/06,Fd,2
MSxk,MSxk/06,Sx,2
MSxk,MSxk/06,Lw,3
MSxk,MSxk/07,Pl,1
MSxk,MSxk/07,Bl,2
MSxk,MSxk/07,Fd,2
MSxk,MSxk/07,Sx,2
MSxk,MSxk/08,Act,3
MSxk,MSxk/08,At,3
MSxk,MSxk/08,Pl,1
MSxk,MSxk/08,Sx,1
MSxk,MSxk/08,Bl,2
MSxk,MSxk/08,Fd,2
MSxk,MSxk/09,Act,3
MSxk,MSxk/09,At,3
MSxk,MSxk/09,Pl,1
MSxk,MSxk/09,Sx,1
MSxk,MSxk/09,Bl,2
MSxk,MSxk/02,Bl,3
ESSFxc,ESSFxc/01,Pl,1
ESSFxc,ESSFxc/01,Se,1
ESSFxc,ESSFxc/01,Bl,2
ESSFxc,ESSFxc/02,Pl,1
ESSFxc,ESSFxc/02,Bl,3
ESSFxc,ESSFxc/02,Se,3
ESSFxc,ESSFxc/03,NS,1
ESSFxc,ESSFxc/03,NS,1
ESSFxc,ESSFxc/03,NS,2
ESSFxc,ESSFxc/03,NS,3
ESSFxc,ESSFxc/04,NS,1
ESSFxc,ESSFxc/04,NS,1
ESSFxc,ESSFxc/04,NS,2
ESSFxc,ESSFxc/04,NS,3
ESSFxc,ESSFxc/05,Pl,1
ESSFxc,ESSFxc/05,Bl,3
ESSFxc,ESSFxc/05,Se,3
ESSFxc,ESSFxc/06,Pl,1
ESSFxc,ESSFxc/06,Se,1
ESSFxc,ESSFxc/06,Bl,2
ESSFxc,ESSFxc/07,Pl,1
ESSFxc,ESSFxc/07,Se,1
ESSFxc,ESSFxc/07,Bl,2
ESSFxc,ESSFxc/08,Pl,1
ESSFxc,ESSFxc/08,Bl,2
ESSFxc,ESSFxc/08,Se,2
ESSFxc,ESSFxc/09,NS,1
ESSFxc,ESSFxc/09,NS,1
ESSFxc,ESSFxc/09,NS,2
ESSFxc,ESSFxc/09,NS,3
ESSFxc,ESSFxc/10,NS,1
ESSFxc,ESSFxc/10,NS,1
ESSFxc,ESSFxc/10,NS,2
ESSFxc,ESSFxc/10,NS,3
ESSFdc1,ESSFdc1/01,Pl,1
ESSFdc1,ESSFdc1/01,Se,1
ESSFdc1,ESSFdc1/01,Bl,2
ESSFdc1,ESSFdc1/02,Pl,1
ESSFdc1,ESSFdc1/02,Bl,3
ESSFdc1,ESSFdc1/02,Se,3
ESSFdc1,ESSFdc1/03,Pl,1
ESSFdc1,ESSFdc1/03,Bl,3
ESSFdc1,ESSFdc1/03,Se,3
ESSFdc1,ESSFdc1/04,Pl,1
ESSFdc1,ESSFdc1/04,Se,1
ESSFdc1,ESSFdc1/04,Bl,2
ESSFdc1,ESSFdc1/05,Pl,1
ESSFdc1,ESSFdc1/05,Se,1
ESSFdc1,ESSFdc1/05,Bl,2
ESSFdc1,ESSFdc1/06,Pl,1
ESSFdc1,ESSFdc1/06,Se,1
ESSFdc1,ESSFdc1/06,Bl,2
ESSFdc1,ESSFdc1/07,NS,1
ESSFdc1,ESSFdc1/07,NS,1
ESSFdc1,ESSFdc1/07,NS,2
ESSFdc1,ESSFdc1/07,NS,3
ICHdw,ICHdw/00,At,3
ICHdw,ICHdw/00,Ep,3
ICHdw,ICHdw/00,Fd,1
ICHdw,ICHdw/00,Lw,1
ICHdw,ICHdw/00,Py,1
ICHdw,ICHdw/00,Bg,2
ICHdw,ICHdw/00,Pl,2
ICHdw,ICHdw/00,Pw,2
ICHdw,ICHdw/00,Bl,3
ICHdw,ICHdw/00,Cw,3
ICHdw,ICHdw/00,Hw,3
ICHdw,ICHdw/00,Sx,3
ICHdw,ICHdw/01b,At,3
ICHdw,ICHdw/01b,Ep,3
ICHdw,ICHdw/01b,Fd,1
ICHdw,ICHdw/01b,Lw,1
ICHdw,ICHdw/01b,Pl,1
ICHdw,ICHdw/01b,Py,1
ICHdw,ICHdw/01b,Bg,2
ICHdw,ICHdw/01b,Cw,2
ICHdw,ICHdw/01b,Hw,2
ICHdw,ICHdw/01b,Pw,2
ICHdw,ICHdw/01b,Sx,2
ICHdw,ICHdw/01b,Bl,3
ICHdw,ICHdw/02,Ep,3
ICHdw,ICHdw/02,Fd,1
ICHdw,ICHdw/02,Lw,1
ICHdw,ICHdw/02,Py,1
ICHdw,ICHdw/02,Cw,3
ICHdw,ICHdw/02,Hw,3
ICHdw,ICHdw/02,Pl,3
ICHdw,ICHdw/03,Act,3
ICHdw,ICHdw/03,At,3
ICHdw,ICHdw/03,Ep,3
ICHdw,ICHdw/03,Fd,1
ICHdw,ICHdw/03,Lw,1
ICHdw,ICHdw/03,Sx,1
ICHdw,ICHdw/03,Bg,2
ICHdw,ICHdw/03,Cw,2
ICHdw,ICHdw/03,Hw,2
ICHdw,ICHdw/03,Pl,2
ICHdw,ICHdw/03,Pw,2
ICHdw,ICHdw/03,Bl,3
ICHdw,ICHdw/04,Act,3
ICHdw,ICHdw/04,At,3
ICHdw,ICHdw/04,Ep,3
ICHdw,ICHdw/04,Cw,1
ICHdw,ICHdw/04,Sx,1
ICHdw,ICHdw/04,Bg,2
ICHdw,ICHdw/04,Fd,2
ICHdw,ICHdw/04,Hw,2
ICHdw,ICHdw/04,Lw,2
ICHdw,ICHdw/04,Pl,2
ICHdw,ICHdw/04,Pw,2
ICHdw,ICHdw/04,Bl,3
MSdk,MSdk/01,Act,3
MSdk,MSdk/01,At,3
MSdk,MSdk/01,Ep,1
MSdk,MSdk/01,Fd,1
MSdk,MSdk/01,Lw,1
MSdk,MSdk/01,Pl,1
MSdk,MSdk/01,Sx,1
MSdk,MSdk/01,Bl,2
MSdk,MSdk/02,NS,1
MSdk,MSdk/02,NS,1
MSdk,MSdk/02,NS,2
MSdk,MSdk/02,NS,3
MSdk,MSdk/03,At,3
MSdk,MSdk/03,Ep,3
MSdk,MSdk/03,Fd,1
MSdk,MSdk/03,Lw,1
MSdk,MSdk/03,Pl,1
MSdk,MSdk/03,Bl,3
MSdk,MSdk/03,Sx,3
MSdk,MSdk/04,At,3
MSdk,MSdk/04,Ep,3
MSdk,MSdk/04,Fd,1
MSdk,MSdk/04,Lw,1
MSdk,MSdk/04,Pl,1
MSdk,MSdk/04,Bl,2
MSdk,MSdk/04,Sx,2
MSdk,MSdk/05,Act,3
MSdk,MSdk/05,At,3
MSdk,MSdk/05,Ep,3
MSdk,MSdk/05,Fd,1
MSdk,MSdk/05,Lw,1
MSdk,MSdk/05,Pl,1
MSdk,MSdk/05,Sx,1
MSdk,MSdk/05,Bl,2
MSdk,MSdk/06,Act,3
MSdk,MSdk/06,At,3
MSdk,MSdk/06,Ep,3
MSdk,MSdk/06,Sx,1
MSdk,MSdk/06,Bl,2
MSdk,MSdk/06,Fd,2
MSdk,MSdk/06,Lw,2
MSdk,MSdk/06,Pl,2
ESSFmw,ESSFmw/01,Se,1
ESSFmw,ESSFmw/01,Ba,2
ESSFmw,ESSFmw/01,Bl,2
ESSFmw,ESSFmw/01,Pl,3
ESSFmw,ESSFmw/02,Pl,1
ESSFmw,ESSFmw/02,Fd,2
ESSFmw,ESSFmw/02,Se,3
ESSFmw,ESSFmw/03,Pl,1
ESSFmw,ESSFmw/03,Fd,2
ESSFmw,ESSFmw/03,Se,2
ESSFmw,ESSFmw/04,Pl,1
ESSFmw,ESSFmw/04,Se,1
ESSFmw,ESSFmw/04,Fd,2
ESSFmw,ESSFmw/04,Bl,3
ESSFmw,ESSFmw/05,Se,1
ESSFmw,ESSFmw/05,Ba,2
ESSFmw,ESSFmw/05,Bl,2
ESSFmw,ESSFmw/05,Hm,3
ESSFmw,ESSFmw/05,Pl,3
ESSFmw,ESSFmw/06,Bl,1
ESSFmw,ESSFmw/06,Se,1
ESSFmw,ESSFmw/06,Ba,2
ESSFmw,ESSFmw/06,Pl,3
ESSFmw,ESSFmw/07,Bl,1
ESSFmw,ESSFmw/07,Se,1
ESSFmw,ESSFmw/07,Ba,2
ESSFmw,ESSFmw/07,Cw,3
ESSFmw,ESSFmw/07,Pl,3
ESSFmw,ESSFmw/08,Bl,1
ESSFmw,ESSFmw/08,Se,1
ESSFmw,ESSFmw/08,Cw,3
ESSFmw,ESSFmw/08,Pl,3
MHwh1,MHwh1/01,Ba,1
MHwh1,MHwh1/01,Hm,1
MHwh1,MHwh1/01,Yc,1
MHwh1,MHwh1/01,Cw,2
MHwh1,MHwh1/01,Hw,2
MHwh1,MHwh1/01,Ss,2
MHwh1,MHwh1/02,Hm,1
MHwh1,MHwh1/02,Yc,1
MHwh1,MHwh1/02,Cw,2
MHwh1,MHwh1/02,Ba,3
MHwh1,MHwh1/03,Hm,1
MHwh1,MHwh1/03,Yc,1
MHwh1,MHwh1/03,Cw,2
MHwh1,MHwh1/03,Ss,2
MHwh1,MHwh1/03,Hw,3
MHwh1,MHwh1/04,Ba,1
MHwh1,MHwh1/04,Hm,1
MHwh1,MHwh1/04,Yc,1
MHwh1,MHwh1/04,Cw,2
MHwh1,MHwh1/04,Hw,2
MHwh1,MHwh1/05,Ba,1
MHwh1,MHwh1/05,Yc,1
MHwh1,MHwh1/05,Cw,2
MHwh1,MHwh1/05,Hm,2
MHwh1,MHwh1/05,Hw,2
MHwh1,MHwh1/05,Ss,2
MHwh1,MHwh1/05,Pl,3
MHwh1,MHwh1/06,Hm,1
MHwh1,MHwh1/06,Yc,1
MHwh1,MHwh1/06,Cw,2
MHwh1,MHwh1/06,Ba,3
MHwh1,MHwh1/06,Hw,3
MHwh1,MHwh1/06,Ss,3
MHwh1,MHwh1/07,Ba,1
MHwh1,MHwh1/07,Yc,1
MHwh1,MHwh1/07,Cw,2
MHwh1,MHwh1/07,Hm,2
MHwh1,MHwh1/07,Ss,2
MHwh1,MHwh1/07,Hw,3
MHwh1,MHwh1/08,Hm,1
MHwh1,MHwh1/08,Yc,1
MHwh1,MHwh1/08,Cw,2
MHwh1,MHwh1/09,Yc,1
MHwh1,MHwh1/09,Cw,2
MHwh1,MHwh1/09,Hm,3
MHwh1,MHwh1/09,Ss,3
MHmm1,MHmm1/06,Hm,1
MHmm1,MHmm1/06,Yc,1
MHmm1,MHmm1/06,Ba,3
MHmm1,MHmm1/07,Ba,1
MHmm1,MHmm1/07,Yc,1
MHmm1,MHmm1/07,Hm,2
BWBSdk,BWBSdk/101,Sb,3
BWBSdk,BWBSdk/101,Acb,3
BWBSdk,BWBSdk/101,At,3
BWBSdk,BWBSdk/101,Ep,3
BWBSdk,BWBSdk/101,Pl,1
BWBSdk,BWBSdk/101,Sw,1
BWBSdk,BWBSdk/101,Bl,2
BWBSdk,BWBSdk/102,Sw,3
BWBSdk,BWBSdk/102,Pl,1
BWBSdk,BWBSdk/102,Bl,3
BWBSdk,BWBSdk/102,At,3
BWBSdk,BWBSdk/102,Sb,3
BWBSdk,BWBSdk/103,Sw,1
BWBSdk,BWBSdk/103,Ep,3
BWBSdk,BWBSdk/103,At,3
BWBSdk,BWBSdk/103,Bl,2
BWBSdk,BWBSdk/103,Sb,3
BWBSdk,BWBSdk/103,Pl,1
BWBSdk,BWBSdk/104,At,3
BWBSdk,BWBSdk/104,Pl,1
BWBSdk,BWBSdk/104,Sw,1
BWBSdk,BWBSdk/104,Bl,3
BWBSdk,BWBSdk/104,Sb,1
BWBSdk,BWBSdk/110,Bl,3
BWBSdk,BWBSdk/110,Ep,3
BWBSdk,BWBSdk/110,Sb,3
BWBSdk,BWBSdk/110,Sw,1
BWBSdk,BWBSdk/110,Pl,2
BWBSdk,BWBSdk/110,At,3
BWBSdk,BWBSdk/110,Acb,3
BWBSdk,BWBSdk/111,Sw,1
BWBSdk,BWBSdk/111,Acb,1
BWBSdk,BWBSdk/111,Ep,3
BWBSdk,BWBSdk/111,Pl,2
BWBSdk,BWBSdk/111,Bl,3
BWBSdk,BWBSdk/111,Sb,3
BWBSdk,BWBSdk/111,At,3
BWBSdk,BWBSdk/112,Sw,2
BWBSdk,BWBSdk/112,Acb,1
BWBSmk,BWBSmk/101,At,3
BWBSmk,BWBSmk/101,Pl,1
BWBSmk,BWBSmk/101,Sb,3
BWBSmk,BWBSmk/101,Sw,1
BWBSmk,BWBSmk/101,Acb,1
BWBSmk,BWBSmk/101,Ep,3
BWBSmk,BWBSmk/102,At,3
BWBSmk,BWBSmk/102,Pl,1
BWBSmk,BWBSmk/102,Sb,3
BWBSmk,BWBSmk/102,Sw,3
BWBSmk,BWBSmk/103,Sw,1
BWBSmk,BWBSmk/103,At,3
BWBSmk,BWBSmk/103,Ep,3
BWBSmk,BWBSmk/103,Pl,1
BWBSmk,BWBSmk/104,Sb,1
BWBSmk,BWBSmk/104,Lt,2
BWBSmk,BWBSmk/104,Sw,1
BWBSmk,BWBSmk/104,At,3
BWBSmk,BWBSmk/104,Pl,1
BWBSmk,BWBSmk/110,Acb,1
BWBSmk,BWBSmk/110,At,3
BWBSmk,BWBSmk/110,Sw,1
BWBSmk,BWBSmk/110,Sb,3
BWBSmk,BWBSmk/110,Ep,3
BWBSmk,BWBSmk/110,Pl,2
BWBSmk,BWBSmk/111,Pl,2
BWBSmk,BWBSmk/111,Acb,1
BWBSmk,BWBSmk/111,Sw,1
BWBSmk,BWBSmk/111,Sb,3
BWBSmk,BWBSmk/111,At,3
BWBSmk,BWBSmk/111,Ep,3
BWBSmk,BWBSmk/112,Sw,2
BWBSmk,BWBSmk/112,Acb,1
BWBSmw,BWBSmw/101,Ep,3
BWBSmw,BWBSmw/101,Sb,3
BWBSmw,BWBSmw/101,Sw,1
BWBSmw,BWBSmw/101,Pl,1
BWBSmw,BWBSmw/101,At,3
BWBSmw,BWBSmw/101,Acb,1
BWBSmw,BWBSmw/102,At,3
BWBSmw,BWBSmw/102,Pl,1
BWBSmw,BWBSmw/102,Sw,3
BWBSmw,BWBSmw/103,Sw,2
BWBSmw,BWBSmw/103,At,3
BWBSmw,BWBSmw/103,Pl,1
BWBSmw,BWBSmw/104,Pl,1
BWBSmw,BWBSmw/104,At,3
BWBSmw,BWBSmw/104,Sb,3
BWBSmw,BWBSmw/104,Sw,3
BWBSmw,BWBSmw/110,Acb,3
BWBSmw,BWBSmw/110,At,3
BWBSmw,BWBSmw/110,Ep,3
BWBSmw,BWBSmw/110,Sw,1
